,Body,Actual Tags,Predicted Tags
4913,刷樂纖柔炫麗牙刷支入,"('成人牙刷',)","('成人牙刷',)"
4914,獅薄深潔牙刷小頭,"('成人牙刷',)","('成人牙刷',)"
4915,印度原裝進口生薑精油原裝進口等級無塵室分裝,"('精油',)","('精油',)"
4916,楓葉大號麒麟剪,"('啤酒',)","('啤酒',)"
4917,濟州特調茶香護手霜款可選,"('護手霜',)","('護手霜',)"
4918,巴黎萊雅合立體眉彩筆栗色棕,"('眉筆',)","('眉筆',)"
4919,台灣快速出貨成功開發票成功防滑塑身啞鈴肌力訓練,"('啞鈴/槓鈴',)","('啞鈴/槓鈴',)"
4920,毛寶兔超天然倍濃縮小蘇打植物抗菌洗衣精嬰幼兒適用,"('洗衣精',)","('洗衣精',)"
4921,開插斷電延長線米,"('菸',)","('菸',)"
4922,腿排一個肋排可樂去,"('碳酸飲料',)","('碳酸飲料',)"
4923,蘇菲超熟睡細緻棉柔衛生棉片愛買,"('衛生棉',)","('衛生棉',)"
4924,,"('智慧型手機',)",()
4925,服服貼貼遮瑕膏,"('遮瑕膏',)","('遮瑕膏',)"
4926,艾美特人體感知美型陶瓷電暖器雅緻白款,"('電暖器',)","('電暖器',)"
4927,老虎補水面膜片盒裝,"('面膜',)","('面膜',)"
4928,豐台灣山玫瑰面膜入,"('面膜',)","('面膜',)"
4929,大同人份不鏽鋼電鍋綠愛買,"('電鍋',)","('電鍋',)"
4930,艾森絲雙色修容盤,"('修容',)","('修容',)"
4931,虎牌提倒式電氣快煮壺,"('快煮壺',)","('快煮壺',)"
4932,悅氏悅氏天然水箱共入,"('礦泉水',)","('礦泉水',)"
4933,麗仕精油香氛沐浴露,"('沐浴乳',)","('沐浴乳',)"
4934,激情過後嫩唇膏,"('唇膏',)","('唇膏',)"
4935,岡本衛生套,"('保險套',)","('保險套',)"
4936,洗顏專科超微米深層潔顏泥,"('洗面乳',)","('洗面乳',)"
4937,凡士林專業高效燕麥修復霜,"('面霜/乳霜',)","('面霜/乳霜',)"
4938,刷樂炭炫極淨牙刷,"('成人牙刷',)","('成人牙刷',)"
4939,抗菌沐浴特價,"('沐浴乳',)","('沐浴乳',)"
4940,蓬亮塑型噴霧護髮,"('護髮乳',)","('護髮乳',)"
4941,現貨千拌麵黑麻油麵線辣豆瓣黃麵,"('快煮麵/乾拌麵',)","('快煮麵/乾拌麵',)"
4942,美琪抗菌沐浴乳薰衣草,"('沐浴乳',)","('沐浴乳',)"
4943,一家人益生菌洗髮精控油抗屑護色養髮買一送一,"('洗髮精',)","('洗髮精',)"
4944,進口高級眼影棒入,"('眼影刷/棒',)","('眼影刷/棒',)"
4945,鑽感鎖白牙膏冰山鑽白,"('成人牙膏',)","('成人牙膏',)"
4946,歌林全自動單槽洗衣機含基本運送安裝舊機回收,"('洗衣機',)","('洗衣機',)"
4947,舒妃牛奶蛋白護髮霜,"('護髮乳',)","('護髮乳',)"
4948,東元吋液晶顯示器,"('液晶電視',)","('液晶電視',)"
4949,吋平板銀色,"('平板電腦',)","('平板電腦',)"
4950,曼秀水潤肌超保濕水感防曬露,"('防曬',)","('防曬',)"
4951,台啤特釀總統紀念,"('啤酒',)","('啤酒',)"
4952,日立公升一級能效除濕機,"('除濕機',)","('除濕機',)"
4953,八道碗麵男子麵,"('速食麵/泡麵',)","('速食麵/泡麵',)"
4954,高露潔抗敏專家全齒強化牙膏,"('成人牙膏',)","('成人牙膏',)"
4955,伯朗咖啡藍山風味,"('即飲咖啡',)","('即飲咖啡',)"
4956,黑松汽水寶特,"('碳酸飲料',)","('碳酸飲料',)"
4957,商用,"('桌上電腦',)","('桌上電腦',)"
4958,沙宣防斷髮護髮精華素,"('護髮乳',)","('護髮乳',)"
4959,芫荽太太韓國鈦晶石頭抗菌不沾鍋平底鍋炒鍋大勢玫瑰金,"('鍋具',)","('鍋具',)"
4960,激淨抗痘洗面乳,"('洗面乳',)","('洗面乳',)"
4961,統一鹼性離子水入箱,"('礦泉水',)","('礦泉水',)"
4962,媚比琳睫毛控魔術捲翹記憶睫毛膏,"('睫毛膏',)","('睫毛膏',)"
4963,葡萄柚氣泡水,"('氣泡水',)","('氣泡水',)"
4964,媚點自轉式眉筆橢圓深棕,"('眉筆',)","('眉筆',)"
4965,艾瑪花園紫草舒爽抗屑洗髮精,"('洗髮精',)","('洗髮精',)"
4966,,"('智慧型手機',)",()
4967,聯想電競筆電,"('筆記型電腦',)","('筆記型電腦',)"
4968,新寶亨號雙晶球香菸,"('菸',)","('菸',)"
4969,宏晉可充電藍芽無線滑鼠黑色,"('滑鼠',)","('滑鼠',)"
4970,玫瑰護唇膏瓶裝,"('護唇膏',)","('護唇膏',)"
4971,台灣罐裝啤酒組,"('啤酒',)","('啤酒',)"
4972,辛香菇杯麵,"('速食麵/泡麵',)","('速食麵/泡麵',)"
4973,買澳寶一分鐘焗油經典護理款,"('護髮乳',)","('護髮乳',)"
4974,依必朗抗菌沐浴露清爽健康,"('沐浴乳',)","('沐浴乳',)"
4975,金安德森針織混色男童上衣共二色,"('運動/機能服',)","('運動/機能服',)"
4976,妮維雅抗油光清爽防曬隔離乳高效抗油光,"('妝前乳/隔離霜',)","('妝前乳/隔離霜',)"
4977,男女復古鞋休閒鞋藍色,"('運動鞋',)","('運動鞋',)"
4978,多納狗飼料熟齡犬優纖高鈣配方牛肉雞肉兩包入,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
4979,維力原祖雞汁麵入,"('速食麵/泡麵',)","('速食麵/泡麵',)"
4980,海爾吋智慧聯網聲控液晶顯示器贈基本安裝免運電視,"('液晶電視',)","('液晶電視',)"
4981,綠優格微糖,"('優格',)","('優格',)"
4982,合持久造型眉筆自然棕限定款獨家,"('眉筆',)","('眉筆',)"
4983,選多芬深層修護洗髮乳,"('洗髮精',)","('洗髮精',)"
4984,曼秀雷敦輕柔恬漾潤唇凍膏官方直營蝦皮現貨,"('護唇膏',)","('護唇膏',)"
4985,理膚寶水理必佳滋潤沐浴乳異膚沐浴,"('沐浴乳',)","('沐浴乳',)"
4986,代收代付聲寶迷你陶瓷電暖器可刷卡免運費,"('電暖器',)","('電暖器',)"
4987,光泉豆漿低糖瓶瓶,"('豆漿/黑豆漿',)","('豆漿/黑豆漿',)"
4988,雷蛇煉獄奎蛇精華版電競滑鼠限時促銷,"('滑鼠',)","('精華液',)"
4989,輕羽粉餅美戰,"('粉餅',)","('粉餅',)"
4990,貼身情人超賞臉清透亮妍霜光感潤澤,"('BB霜',)","('BB霜',)"
4991,長庚生技螯合礦物維他命入粒瓶口含錠,"('維他命C',)","('維他命C',)"
4992,自然纖長睫毛膏黑色,"('睫毛膏',)","('睫毛膏',)"
4993,分批取貨毛寶全效增豔柔軟洗衣精溫暖花果香,"('洗衣精',)","('洗衣精',)"
4994,綠的抗菌沐浴乳加侖桶綠茶精油一加侖,"('沐浴乳',)","('沐浴乳',)"
4995,愛華不鏽鋼快煮壺,"('快煮壺',)","('快煮壺',)"
4996,氧顏森活保濕調理深層卸妝棉片包,"('卸妝棉',)","('卸妝棉',)"
4997,思波綺瞬亮修護潤髮乳金,"('潤髮乳',)","('潤髮乳',)"
4998,多件璨研維他命群鐵錠粒瓶,"('維他命B',)","('維他命B',)"
4999,林鳳營特濃重乳優格無加糖,"('優格',)","('優格',)"
5000,施巴密集修復護手霜,"('護手霜',)","('護手霜',)"
5001,光泉豆奶,"('豆奶/豆乳',)","('豆奶/豆乳',)"
5002,七星淡煙硬盒毫克,"('菸',)","('菸',)"
5003,保濕潔膚優惠組洗顏皂霜潔膚凝霜美肌露,"('洗面乳',)","('洗面乳',)"
5004,光療薄型美甲片紫羅蘭香短,"('甲片/甲貼',)","('甲片/甲貼',)"
5005,凱娜導管式衛生棉條量極多型入,"('棉條',)","('棉條',)"
5006,品希臘優格鮮乳,"('優格',)","('優格',)"
5007,屈臣氏抽取式衛生紙抽包串箱購,"('衛生紙',)","('衛生紙',)"
5008,澳潔蕬草本茶樹護理牙膏,"('成人牙膏',)","('成人牙膏',)"
5009,代收代付適樂膚長效潤澤修護霜長效潤澤,"('面霜/乳霜',)","('面霜/乳霜',)"
5010,膚蕊美肌淨透霜零毛孔健康膚色,"('BB霜',)","('BB霜',)"
5011,愛引力保險套入裝,"('保險套',)","('保險套',)"
5012,台農巧克保久乳箱,"('保久乳',)","('保久乳',)"
5013,限時下殺印尼膠囊式順髮油台灣公司貨護髮油罐裝片裝,"('護髮乳',)","('護髮乳',)"
5014,萬寶路黑冰毫克,"('菸',)","('菸',)"
5015,康貝特玻璃瓶,"('維他命飲料',)","('維他命飲料',)"
5016,天然植物成份寶寶晚安洗髮沐浴乳超值組晚安洗髮沐浴乳補充包,"('洗髮精(嬰幼童/孕婦)',)","('沐浴乳', '洗髮精(嬰幼童/孕婦)')"
5017,面膜皮卡丘,"('面膜',)","('面膜',)"
5018,飲料去冰需附番茄醬,"('常溫醬包',)","('常溫醬包',)"
5019,高露潔旋風單支牙刷,"('成人牙刷',)","('成人牙刷',)"
5020,義美錫蘭紅茶入箱,"('即飲紅茶',)","('即飲紅茶',)"
5021,魔力收合嬰兒手推車登機車曜岩黑,"('嬰幼手推車',)",()
5022,雅保成人紙尿褲片裝,"('成人紙尿褲',)","('成人紙尿褲',)"
5023,星光溢彩雙色漸層眼影棒,"('眼影刷/棒',)","('眼影刷/棒',)"
5024,台灣生啤酒玻,"('啤酒',)","('啤酒',)"
5025,心機星魅輕羽粉餅美戰,"('粉餅',)","('粉餅',)"
5026,愛迪達男用三效能量潔顏洗髮沐浴露,"('洗面乳',)","('洗面乳',)"
5027,吋智慧型手機石墨色,"('智慧型手機',)","('智慧型手機',)"
5028,營養師輕食億機能益生菌,"('益生菌',)","('益生菌',)"
5029,升級組光影吋電競筆電,"('筆記型電腦',)","('筆記型電腦',)"
5030,男舖棉背心,"('運動/機能服',)","('運動/機能服',)"
5031,白蘭酵素補充包,"('洗衣精',)","('沐浴乳',)"
5032,超濃縮噴槍型洗衣凝露補充包,"('洗衣精',)","('洗衣精',)"
5033,限時加送塵蹣頭入門首選超強吸力無線手持吸塵器,"('吸塵器',)","('吸塵器',)"
5034,獅王奈米樂超濃縮洗衣精淨白抗菌任選件組淨白抗菌,"('洗衣精',)","('洗衣精',)"
5035,無重力遮瑕持久粉底液自然色,"('粉底液',)","('粉底液',)"
5036,完美特調眉彩膏,"('染眉膏',)","('染眉膏',)"
5037,馬玉山黑芝麻牛奶燕麥片包袋入,"('麥片穀類',)","('麥片穀類',)"
5038,白蘭含熊花漾洗衣精補,"('洗衣精',)","('洗衣精',)"
5039,多芬日本原裝植萃沐浴乳玫瑰薰衣草茉莉,"('沐浴乳',)","('沐浴乳',)"
5040,淨嫩沐浴乳緬梔花香補充包康是美,"('沐浴乳',)","('沐浴乳',)"
5041,正負零陶瓷電暖器橘紅,"('電暖器',)","('電暖器',)"
5042,福樂自然零草莓優酪乳,"('優酪乳',)","('優酪乳',)"
5043,羅技遊戲鍵盤,"('鍵盤',)","('鍵盤',)"
5044,胖胖糖法廚角燒整箱挑嘴狗最愛亞米亞米系列極品湯汁肉罐狗罐頭狗罐,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
5045,限定黃金蝸牛胜太逆齡精華送冰淇淋潔顏乳霜,"('洗面乳',)","('洗面乳',)"
5046,檀香雪松洗髮露,"('洗髮精',)","('洗髮精',)"
5047,茶裏王日式無糖綠茶入,"('即飲無糖茶',)","('即飲無糖茶',)"
5048,香水能量幸運加氛洗髮露,"('洗髮精',)","('洗髮精',)"
5049,雙色眼影,"('眼影盤',)","('眼影盤',)"
5050,潤波俏皮桃嫩白泡泡全脂沐浴慕絲,"('沐浴乳',)","('沐浴乳',)"
5051,舒特膚潤膚霜,"('面霜/乳霜',)","('面霜/乳霜',)"
5052,白蘭洗衣精強效除蹣過敏補充包,"('洗衣精',)","('洗衣精',)"
5053,寶馬香菸毫克紅包,"('菸',)","('菸',)"
5054,妮維雅清爽防曬隔離乳敏感肌,"('妝前乳/隔離霜',)","('妝前乳/隔離霜',)"
5055,深煎鍋,"('鍋具',)","('鍋具',)"
5056,妙管家強效洗衣粉,"('洗衣粉',)","('洗衣粉',)"
5057,小牧好好紅蘋果奶飲,"('調味牛乳',)","('調味牛乳',)"
5058,龜甲萬醬油膏,"('醬油類',)","('醬油類',)"
5059,國際牌公升微電腦變頻微波爐,"('微波爐',)","('微波爐',)"
5060,愛喜維生素鈣口嚼錠錠,"('維他命C',)","('維他命C',)"
5061,舒潔速效廚房紙巾大尺寸巾張捲串,"('廚房紙巾',)","('廚房紙巾',)"
5062,愛可妮潔面露彩色包裝,"('洗面乳',)","('洗面乳',)"
5063,美琪抗菌沐浴乳海洋,"('沐浴乳',)","('沐浴乳',)"
5064,日立公升除濕機玫瑰金,"('除濕機',)","('除濕機',)"
5065,黑曜岩新生奇蹟精萃露,"('精華液',)","('精華液',)"
5066,安瓶精華天絲纖維面膜膠原蛋白彈力,"('面膜',)","('面膜',)"
5067,法國依雲天然礦泉水,"('礦泉水',)","('礦泉水',)"
5068,嫩蜜粉紫微光,"('蜜粉',)","('蜜粉',)"
5069,法國香奈歪脖子粉紅氣泡酒,"('RTD調酒',)","('RTD調酒',)"
5070,象印公升真空省電微電腦電動熱水瓶網,"('電熱水瓶',)","('電熱水瓶',)"
5071,立得清酒精擦濕巾抽單包,"('濕紙巾',)","('濕紙巾',)"
5072,大底三葉草瘦子黑白反光條,"('運動鞋',)",()
5073,味全林鳳營鮮乳低脂瓶,"('鮮乳',)","('鮮乳',)"
5074,毛寶小蘇打洗衣液皂,"('洗衣精',)","('洗衣精',)"
5075,代收代付藍帶廚坊貓食化毛海陸雙拼貓飼料,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
5076,官方旗艦館經典鞋男童女童,"('運動鞋',)","('運動鞋',)"
5077,胡椒粉番茄醬麻煩給,"('常溫醬包',)","('常溫醬包',)"
5078,耐吉男款跑步健身訓練緊身褲長褲黑,"('運動/機能服',)","('運動/機能服',)"
5079,手機黑色系,"('智慧型手機',)","('智慧型手機',)"
5080,高絲然植萃清新淨白沐浴乳,"('沐浴乳',)","('沐浴乳',)"
5081,芙樂思居家限量香氛禮盒組原廠公司貨,"('擴香瓶',)","('擴香瓶',)"
5082,沙威隆清爽抗菌濕巾,"('濕紙巾',)","('濕紙巾',)"
5083,咖啡廣場,"('即飲咖啡',)","('即飲咖啡',)"
5084,美粒果蘋果蘇打入,"('碳酸飲料',)","('碳酸飲料',)"
5085,曼秀雷敦草本制菌沐浴乳,"('沐浴乳',)","('沐浴乳',)"
5086,多效雙頭潔牙骨大包,"('狗零食',)","('狗零食',)"
5087,森田藥粧全日極保濕面膜單片森田面膜面膜保濕面膜一般面膜美白面膜森田藥妝面膜森田藥粧面膜面膜批發,"('面膜',)","('面膜',)"
5088,日本獅王臼齒深潔牙刷超小頭單入顏色隨機出貨,"('兒童牙刷',)","('兒童牙刷',)"
5089,媚點光透柔焦蜜粉,"('蜜粉',)","('蜜粉',)"
5090,公升玉泉十年窖藏精釀陳紹,"('啤酒',)","('啤酒',)"
5091,德妍思平衡化妝水,"('化妝水',)","('化妝水',)"
5092,臻豆坊曼特寧濾掛咖啡,"('濾掛/耳掛咖啡',)","('濾掛/耳掛咖啡',)"
5093,卡薩尼加拉瓜濾掛咖啡,"('濾掛/耳掛咖啡',)","('濾掛/耳掛咖啡',)"
5094,控油抗屑洗髮精,"('洗髮精',)","('洗髮精',)"
5095,氣泡水,"('氣泡水',)","('氣泡水',)"
5096,舒酸定速效修護抗敏牙膏,"('成人牙膏',)","('成人牙膏',)"
5097,統一飲冰室綠奶茶,"('即飲奶茶',)","('即飲奶茶',)"
5098,巧褔吋炭素纖維電暖器,"('電暖器',)","('電暖器',)"
5099,清淨海檸檬系列環保洗衣粉超值入組,"('洗衣粉',)","('洗衣粉',)"
5100,兒童安全防撞地墊丁香紫地墊,"('其他地墊(家用)',)","('其他地墊(家用)',)"
5101,獨家券蝦皮月銷第一來復易防漏安心復健褲成人紙尿褲來復易來復易,"('成人紙尿褲',)","('成人紙尿褲',)"
5102,東元超靜音變頻式電磁爐型號,"('電磁爐',)","('電磁爐',)"
5103,理膚寶水全面修復霜萬用修復,"('面霜/乳霜',)","('面霜/乳霜',)"
5104,日本創新吸水珪藻土地墊,"('珪藻土地墊',)","('珪藻土地墊',)"
5105,貝膚黛瑪高效潔膚液四入組敏感加強保濕油性肌任選,"('卸妝水',)","('卸妝水',)"
5106,雙頭旋轉眉筆深灰色,"('眉筆',)","('眉筆',)"
5107,曼秀雷敦抗痘洗面乳,"('洗面乳',)","('洗面乳',)"
5108,瑞多仕中性款刷毛保暖長褲素色拉鍊暗黑色,"('運動/機能服',)","('運動/機能服',)"
5109,面膜綠茶,"('面膜',)","('面膜',)"
5110,新老媽拌麵香菇炸醬,"('快煮麵/乾拌麵',)","('快煮麵/乾拌麵',)"
5111,潮色邂逅唇彩,"('唇彩',)","('唇彩',)"
5112,我的心機杏仁酸玫瑰潔顏慕斯,"('洗面乳',)","('洗面乳',)"
5113,快潔適貓熊嬰兒洗髮露,"('洗髮精(嬰幼童/孕婦)',)","('洗髮精(嬰幼童/孕婦)',)"
5114,七星香煙,"('菸',)","('菸',)"
5115,麗仕柔亮強韌潤髮乳,"('潤髮乳',)","('潤髮乳',)"
5116,寶路乾糧牛肉口味,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
5117,韓國不倒翁泡菜拉麵,"('速食麵/泡麵',)","('速食麵/泡麵',)"
5118,馬修嚴選鮮奶,"('鮮乳',)","('鮮乳',)"
5119,可麗舒柔選衛生紙,"('衛生紙',)","('衛生紙',)"
5120,來一客杯麵牛肉蔬菜,"('速食麵/泡麵',)","('速食麵/泡麵',)"
5121,區維力炸醬袋麵入裝,"('速食麵/泡麵',)","('速食麵/泡麵',)"
5122,英國兒童水性可撕式安全指甲油閃閃夜空黑,"('指甲油',)","('指甲油',)"
5123,小童活動追蹤手環漫威系列,"('智慧錶',)","('智慧錶',)"
5124,艾美特直營陶瓷式電暖器免運現貨團,"('電暖器',)","('電暖器',)"
5125,大同人份電鍋紅色,"('電鍋',)","('電鍋',)"
5126,絲蘊無矽靈水潤潤髮乳,"('潤髮乳',)","('潤髮乳',)"
5127,阿葵亞瞬耀護色洗髮精控油,"('洗髮精',)","('洗髮精',)"
5128,女咖啡發熱圓領長衫,"('運動/機能服',)","('運動/機能服',)"
5129,歐客佬衣索比亞耶加雪菲咖啡豆,"('咖啡豆',)","('咖啡豆',)"
5130,木槿花悠涼草本衛生棉片日用,"('衛生棉',)","('衛生棉',)"
5131,純喫茶檸檬紅茶,"('即飲紅茶',)","('即飲紅茶',)"
5132,牙周適牙齦護理牙膏入,"('成人牙膏',)","('成人牙膏',)"
5133,惠頭皮調理護髮乳清爽型,"('護髮乳',)","('護髮乳',)"
5134,蘇門答臘耳掛式咖啡袋裝,"('濾掛/耳掛咖啡',)","('濾掛/耳掛咖啡',)"
5135,沈杯杯拌麵蔥油醬,"('快煮麵/乾拌麵',)","('快煮麵/乾拌麵',)"
5136,深層卸妝油乾濕兩用進化型,"('卸妝油',)","('卸妝油',)"
5137,樂扣樂扣經濟大理石平煎鍋,"('鍋具',)","('鍋具',)"
5138,媚比琳睫毛控魔術捲翹記憶睫毛膏,"('睫毛膏',)","('睫毛膏',)"
5139,加倍潔尤加利小蘇打防蹣潔白洗衣粉,"('洗衣粉',)","('洗衣粉',)"
5140,快速到貨特規吋玩美筆電星空灰,"('筆記型電腦',)","('筆記型電腦',)"
5141,螺旋動能六星潔牙棒,"('狗零食',)","('狗零食',)"
5142,礦沛氣泡水檸檬風味康是美,"('氣泡水',)","('氣泡水',)"
5143,絨毛踏墊標準型米色,"('其他地墊(家用)',)","('其他地墊(家用)',)"
5144,特福全新鈦升級烈火悍將系列不沾鍋平底鍋玻璃蓋,"('鍋具',)","('鍋具',)"
5145,持久用眉筆,"('眉筆',)","('眉筆',)"
5146,未來美分鐘安瓶保濕面膜入康是美買送下單出貨,"('面膜',)","('面膜',)"
5147,男氣墊健走鞋灰桔,"('運動鞋',)","('運動鞋',)"
5148,客訂利清爽成人褲尿布片箱,"('成人紙尿褲',)","('成人紙尿褲',)"
5149,貝納頌咖啡經,"('即飲咖啡',)","('即飲咖啡',)"
5150,超值薄荷洗髮乳,"('洗髮精',)","('洗髮精',)"
5151,變頻除濕機晶鑽銀,"('除濕機',)","('除濕機',)"
5152,高露潔雙效潔淨牙刷入,"('成人牙刷',)","('成人牙刷',)"
5153,和平香菸毫克條,"('菸',)","('菸',)"
5154,艾瑪花園植物咖啡因健髮強韌洗髮精,"('洗髮精',)","('洗髮精',)"
5155,日本肯特晶球涼菸,"('菸',)","('菸',)"
5156,黑人全亮白密泡牙膏,"('成人牙膏',)","('成人牙膏',)"
5157,植物性洗髮精清爽柔順型,"('洗髮精',)","('洗髮精',)"
5158,自由淨肌酵素洗顏,"('洗面乳',)","('洗面乳',)"
5159,台鹽海洋鹼性水,"('礦泉水',)","('礦泉水',)"
5160,鞋類,"('運動鞋',)","('運動鞋',)"
5161,媚比琳輕柔眼唇卸妝液,"('眼唇卸妝',)","('眼唇卸妝',)"
5162,澎澎咖啡因沐浴乳,"('沐浴乳',)","('沐浴乳',)"
5163,萬家香零添純釀醬油,"('醬油類',)","('醬油類',)"
5164,無極限超時輕粉底,"('粉底液',)","('粉底液',)"
5165,預購鍋寶萬用氣泡水機,"('鍋具',)","('鍋具',)"
5166,灰軌跡,"('滑鼠',)","('滑鼠',)"
5167,香水花園香水沐浴乳款可選小蒼蘭藍風鈴粉紅甜心蝦皮團購,"('沐浴乳',)","('沐浴乳',)"
5168,,"('成人牙刷',)",()
5169,美吾髮白茶茉莉馨香洗髮露,"('洗髮精',)","('洗髮精',)"
5170,悠斯晶乳霜按壓式家庭號瓶德瑞健康家,"('面霜/乳霜',)","('面霜/乳霜',)"
5171,賈以食日麻花麵袋入,"('快煮麵/乾拌麵',)","('快煮麵/乾拌麵',)"
5172,捷元代六核效能電腦,"('桌上電腦',)","('桌上電腦',)"
5173,獅王奈米樂超濃縮洗衣精,"('洗衣精',)","('洗衣精',)"
5174,持久眼線筆咖啡色,"('眼線筆',)","('眼線筆',)"
5175,蘋果西打,"('碳酸飲料',)","('碳酸飲料',)"
5176,日本早安面膜滋潤型枚入,"('面膜',)","('面膜',)"
5177,六色眼影盤紅梨,"('眼影盤',)","('眼影盤',)"
5178,鮪魚系列大貓罐罐裝混搭出貨,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
5179,旁氏洗面乳,"('洗面乳',)","('洗面乳',)"
5180,小型眼影刷,"('眼影刷/棒',)","('眼影刷/棒',)"
5181,益菌棉柔濕紙巾,"('濕紙巾',)","('濕紙巾',)"
5182,歐萊德桃花豐盈洗髮精,"('洗髮精',)","('洗髮精',)"
5183,巴黎萊雅炭黑酷涼男仕洗面乳,"('洗面乳',)","('洗面乳',)"
5184,潤膚乳液蘆薈清爽,"('身體乳液',)","('身體乳液',)"
5185,星綻光空氣飾底乳勻色,"('妝前乳/隔離霜',)","('妝前乳/隔離霜',)"
5186,工業風三門收納櫃單入拼版柚木,"('收納櫃',)","('收納櫃',)"
5187,加好寶乾貓糧海鮮鮪魚雞肉海洋魚口味滿額贈,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
5188,麗奇寬版牙刷入極軟細毛,"('成人牙刷',)","('成人牙刷',)"
5189,水事紀天然礦泉水入箱,"('礦泉水',)","('礦泉水',)"
5190,白蘭新含熊寶貝馨香精華超濃縮洗衣精補充包入箱購組森林晨露純凈溫和大自然馨香花漾清新,"('洗衣精',)","('洗衣精',)"
5191,寶多福健康犬餐熟齡小型犬,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
5192,金車伯朗三合一可可亞,"('即溶咖啡',)","('即溶咖啡',)"
5193,未來美分鐘升級水潤面膜入,"('面膜',)","('面膜',)"
5194,拜維佳維他命群發泡錠柳橙口味錠,"('維他命B',)","('維他命B',)"
5195,晶采艷澤蜜粉,"('蜜粉',)","('蜜粉',)"
5196,米森有機五穀麥片,"('麥片穀類',)","('麥片穀類',)"
5197,超級可樂,"('碳酸飲料',)","('碳酸飲料',)"
5198,淨色無暇精緻牙膏薰衣草,"('成人牙膏',)","('成人牙膏',)"
5199,耐吉女童大童運動長褲慢跑訓練黑,"('運動/機能服',)","('運動/機能服',)"
5200,悅氏天然礦泉水,"('礦泉水',)","('礦泉水',)"
5201,雙效薄荷潔牙棒桶裝,"('狗零食',)","('狗零食',)"
5202,醫蘇菲導管式衛生棉條量,"('棉條',)","('棉條',)"
5203,雞肉蔬果全貓糧公斤貓飼料,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
5204,佳龍新代系列即熱式電熱水器全省配送不含安裝佳龍電熱水器,"('熱水器',)","('熱水器',)"
5205,黑人超氟強化琺瑯質牙膏入,"('成人牙膏',)","('成人牙膏',)"
5206,包番茄醬包,"('常溫醬包',)","('常溫醬包',)"
5207,冰結檸檬葡萄柚,"('RTD調酒',)","('RTD調酒',)"
5208,美國刮鬍泡蘆薈,"('啤酒',)","('啤酒',)"
5209,雲絲頓紅支傑太,"('菸',)","('菸',)"
5210,光泉午后時光重乳奶茶,"('即飲奶茶',)","('即飲奶茶',)"
5211,潮色邂逅唇彩柔霧款,"('唇彩',)","('唇彩',)"
5212,辦公軟墊手臂支撐架護臂滑鼠支撐架,"('滑鼠',)","('滑鼠',)"
5213,現貨秒出歌林萬用食物調理機攪拌機攪拌器調理機料理機,"('調理機',)","('調理機',)"
5214,慢跑鞋女鞋粉,"('運動鞋',)","('運動鞋',)"
5215,美國無毒幼教睡袋恐龍樂園,"('睡袋',)","('睡袋',)"
5216,亞米亞米犬罐小牛肉罐箱,"('狗乾糧罐頭',)","('狗乾糧罐頭',)"
5217,妮維雅潔面泥男,"('洗面乳',)","('洗面乳',)"
5218,高露潔三重防護牙膏小三美日,"('成人牙膏',)","('成人牙膏',)"
5219,法瑪仕超舒緩脆弱肌洗顏膠,"('洗面乳',)","('洗面乳',)"
5220,多芬清爽水嫩沐浴乳補充包,"('沐浴乳',)","('沐浴乳',)"
5221,伊藤園綠茶,"('即飲綠茶',)","('即飲綠茶',)"
5222,白博士抗菌濕巾張包入組張包組,"('濕紙巾',)","('濕紙巾',)"
5223,華麗搖滾雙頭防水染眉膏咖啡,"('染眉膏',)","('染眉膏',)"
5224,愛之味純濃燕麥包組包組,"('燕麥奶',)","('燕麥奶',)"
5225,優生酒精濕巾抽入超厚型,"('濕紙巾',)","('濕紙巾',)"
5226,丸三冬季限定愛火鍋高湯口味任選韓國泡菜鍋芝麻味噌鍋什錦海鮮鍋相撲鍋豆乳鍋,"('豆奶/豆乳',)","('鍋具',)"
5227,聲寶吋鹵素電暖器,"('電暖器',)","('電暖器',)"
5228,生活泡沬綠茶,"('即飲綠茶',)","('即飲綠茶',)"
5229,奢華聚光訂製唇膏,"('唇膏',)","('唇膏',)"
5230,雪芙蘭水光邂逅持色潤唇膏杏桃珊瑚,"('護唇膏',)",()
5231,台畜德式香腸羅,"('西式香腸',)","('西式香腸',)"
5232,統一純水,"('礦泉水',)","('礦泉水',)"
5233,噶瑪蘭威士忌蘇打調酒,"('RTD調酒',)","('RTD調酒',)"
5234,套餐水森活礦泉水,"('礦泉水',)","('礦泉水',)"
5235,七星天藍硬盒,"('菸',)","('菸',)"
5236,香草魔法山野雞無穀貓香草糧磅,"('貓乾糧罐頭',)","('貓乾糧罐頭',)"
5237,元山人份黑金厚釜電子鍋,"('電子鍋',)","('電子鍋',)"
5238,雪芙蘭膠原蛋白豐潤護唇膏微醺蜜桃微醺蜜桃,"('護唇膏',)","('護唇膏',)"
